CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,SINV101163,0190434240000027825,801.13,128.18
LONDON DISTILLERS EA LTD,09/08/2023,EIN029687,0090968640000004383,7758.63,1241.38
TRI CLOVER INDUSTRIES LTD,29/07/2023,268684,0110605590000014146,61305.75,9808.92
KHETIA DRAPERS LTD,08/08/2023,062-00020482,0110394370000012898,8972.44,1435.59
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101818,0190434250000010352,78313.25,12530.12
GLOBAL SLACKER ENTERPRISES LTD,16/08/2023,#12496,0190456760000002080,4344.81,695.17
UMOJA  SHOE COMPANY  LIMITED SR,15/08/2023,32668,0110159810000008122,5745.63,919.3
CLOROX SUB SAHARA  AFRICA  LTD,14/08/2023,0000005597,0040072110000002677,10881.5,1741.04
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,SINV101077,0190434240000027768,1355.0,216.8
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101417,0190434250000010367,25154.75,4024.76
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101817,0190434250000010353,105534.06,16885.45
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,19/08/2023,INV101757,0190434250000010359,112586.88,18013.9
GLOBAL SLACKER ENTERPRISES LTD,16/08/2023,12505,0190456760000002088,8275.88,1324.14
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,SINV101132,0190434240000027805,1806.63,289.06
SESIA LIMITED,14/08/2023,20350,0040549250000002409,8124.0,1299.84
TOP FOOD EA LTD,10/08/2023,55005,0040563010000006826,9066.81,1450.69
NABICO ENTERPRISES LTD SR HQ,11/08/2023,01261773,0010197310000022644,100440.0,16070.4
SAVANNAH BRANDS COMPANY LIMITED,01/08/2023,48660,0020112050000013975,8238.0,1318.08
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101773,0190434250000010355,21268.5,3402.96
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,SINV101096,0190434240000027783,2959.88,473.58
SANGYUG ENTERPRISES LTD SR HQ,14/08/2023,334576,0010195660000020140,16040.0,2566.4
NATURES HEALTH LTD,15/08/2023,5593,0040912930000001474,12569.0,2011.04
CLOROX SUB SAHARA  AFRICA  LTD,14/08/2023,0000005591,0040072110000002670,21859.94,3497.59
MALACHITE LIMITED BEER,16/08/2023,10298439,0190431320000031853,13791.5,2206.64
MALACHITE LIMITED,16/08/2023,10298435,0190431320000031848,39217.75,6274.84
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101412,0190434250000010371,28367.38,4538.78
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,13/08/2023,SINV100750,0190434240000027499,2030.19,324.83
MALACHITE LIMITED BEER,12/08/2023,10298156,0190431320000031455,5576.88,892.3
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,12/08/2023,SINV100727,0190434240000027457,985.06,157.61
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101410,0190434250000010373,60037.06,9605.93
NABICO ENTERPRISES LTD SR HQ,10/08/2023,01261644,0010197310000022448,105425.0,16868.0
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101427,0190434250000010365,32275.44,5164.07
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101654,0190434250000010360,42596.69,6815.47
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101438,0190434250000010362,24855.25,3976.84
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101424,0190434250000010366,24266.94,3882.71
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101411,0190434250000010372,109801.94,17568.31
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101430,0190434250000010364,27358.81,4377.41
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101766,0190434250000010356,95267.13,15242.74
SALIM WAZARAN KENYA CO. LTD,10/08/2023,SDM-PSI0234690,0040095340000007168,12758.63,2041.38
NG WINDSONG KENYA LTD,11/08/2023,02679,0040274730000002679,5088.81,814.21
KAPUTEI FARM P LIMITED,09/08/2023,23712,0090969860000003776,10858.25,1737.32
HUSEINI BAKERY LTD,12/08/2023,35377,0172171000000000046,6608.63,1057.38
BIO FOOD PRODUCTS LTD,11/08/2023,1059759,0190980270000014701,9100.69,1456.11
BROOKSIDE DAIRY,10/08/2023,2308111356,0040095430000158413,14514.25,2322.28
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101764,0190434250000010357,54111.94,8657.91
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101774,0190434250000010354,30181.5,4829.04
NABICO ENTERPRISES LTD SR HQ,11/08/2023,012617553,0010197310000022616,171910.0,27505.6
KHETIA DRAPERS LTD,08/08/2023,062-00020490,0110394370000012906                              *STROKESCRIBE.COM FREE*,6060.5,969.68
WOW BEVERAGES LTD,10/08/2023,IN00324353,0020111470000010023,22127.56,3540.41
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,22/08/2023,SINV100593,0190434240000027340,1911.69,305.87
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,12/08/2023,SINV100641,0190434240000027401,1793.56,286.97
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101760,0190434250000010358,21506.13,3440.98
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101759,0190434250000010374,25293.5,4046.96
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101436,0190434250000010363,110.88,17.74
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,17/08/2023,INV101415,0190434250000010369,105289.63,16846.34
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101414,0190434250000010370,86399.44,13823.91
BIGCOLD KENYA SIMPLIFINE BAKERY NO GRN,16/08/2023,INV101416,0190434250000010368,20149.88,3223.98
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,SINV100987,0190434240000027693,1764.0,282.24
ITALIAN GELATI AND FOOD PRODUCTS LTD,16/08/2023,117068,0110609430000003073,14054.63,2248.74
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,SINV101004,0190434240000027702,2677.56,428.41
MAXAM LIMITED,17/08/2023,IN275370,0040095960000011744,21048.19,3367.71
EAST AFRICA SEA FOOD LTD,18/08/2023,178828,0040072540000002522,9633.63,1541.38
MJENGO LIMITED,16/08/2023,1046865,0110145120000067449,1365.5,218.48
MJENGO LIMITED,16/08/2023,2117516,0110145120000067450,7553.0,1208.48
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,SINV100975,0190434240000027683,3966.13,634.58
NESTLE KENYA LTD,11/08/2023,1025467522,0020112880000005252,37196.19,5951.39
SANGYUG ENTERPRISES LTD SR HQ,15/08/2023,334624,0010195660000020204,19503.31,3120.53
RAKAL LTD,19/08/2023,WS-66699,0110161720000001614,9660.0,1545.6
RAZCO LTD 2ND,21/08/2023,2306009380,0190407180000032030,18012.88,2882.06
VERUM DIMENSIONS LIMITED SR,17/08/2023,#1126,0110155590000001010,15682.75,2509.24
EDUCATE YOURSELF LTD,18/08/2023,27007,0190995350000003472,5658.44,905.35
COCA COLA NAIROBI BOTTLERS LIMITED,19/08/2023,1222305670,0110604780000065445,166315.5,26610.48
TECHPAK INDUSTRIES LTD,08/08/2023,240082,0170495860000014274,18267.5,2922.8
JUBILEE TISSUE INDUSTRIES LTD,08/08/2023,JTIL20818/2023,0040075050000010676,88735.38,14197.66
GOLD CROWN BEVERAGES,07/08/2023,152270,0040092890000016441,72116.44,11538.63
MALACHITE LIMITED,04/08/2023,10297317,0190431320000030395,39152.75,6264.44
COASTAL BOTTLERS LTD,13/08/2023,68422,0190407010000016113,147125.13,23540.02
CANON CHEMICALS LTD,09/08/2023,INV23-002424,0190979100000006587,71507.44,11441.19
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24588,0190430430000002023,12677.56,2028.41
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24587,0190430430000002022,11460.31,1833.65
CANON CHEMICALS LTD,09/08/2023,INV23-002416,0190979100000006579,73865.63,11818.5
CHANDARIA INDUSTRIES  LTD KENTASTE,18/08/2023,1537019,0110167020000169763,720.88,115.34
CLOROX SUB SAHARA  AFRICA  LTD,14/08/2023,0000005598,0040072110000002678,13771.56,2203.45
CHANDARIA INDUSTRIES  LTD KENTASTE,18/08/2023,1536981,0110167020000169740,923.94,147.83
NABICO ENTERPRISES LTD SR HQ,11/08/2023,01261784,0010197310000022663,63940.0,10230.4
UMOJA  SHOE COMPANY  LIMITED SR,14/08/2023,32607,0110159810000008085,39642.31,6342.77
KENYA TEA PACKERS KETEPA,17/08/2023,000271466,0020108490000003529,42533.75,6805.4
STEELWOOL AFRICA LTD,11/08/2023,201525,0190407920000009154,24173.88,3867.82
MAXAM LIMITED,12/08/2023,IN2755203,0040095960000011574,26381.88,4221.1
HASBAH KENYA LTD,15/08/2023,NBIINV1075959,0090972930000021877,25213.63,4034.18
HASBAH KENYA LTD CADBURY,15/08/2023,NBIINV1075949,0090972930000021865,78217.5,12514.8
HASBAH KENYA LTD P AND G,15/08/2023,NBIINV1075936,0090972930000021849,21718.13,3474.9
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24594,0190430430000002028,6185.44,989.67
BRAND IMPORT AFRICA 2ND ACCOUNT SR,15/08/2023,24593,0190430430000002041,7987.88,1278.06
NEW KCC LTD,20/08/2023,95110749,0190428740000097249,3457.19,553.15
DPL FESTIVE  LIMITED,20/08/2023,5385366,0020108540000253314,1708.56,273.37
EAST AFRICA SEA FOOD LTD,17/08/2023,178804,0040072540000002515,5689.69,910.35
BIO FOOD PRODUCTS LTD,21/08/2023,1061041,0190979930000001110,22404.06,3584.65
GITHUNGURI DAIRY FARMERS,20/08/2023,P1864388/INV,0190431800000194762,819.31,131.09
PREMIER FOODS  LIMITED,21/08/2023,01SI056142,0040094650000017338,18461.94,2953.91
DPL FESTIVE  LIMITED,19/08/2023,5383924,0020108540000252853,3271.69,523.47
DPL FESTIVE  LIMITED,20/08/2023,5385360,0020108540000253311,3747.94,599.67
DPL FESTIVE  LIMITED,19/08/2023,5384317,0020108640000252934,1888.94,302.23
MAXAM LIMITED,16/08/2023,IN275371,0040095960000011745,18298.25,2927.72
LACOROMBE SUPPLIES LTD,21/08/2023,1191,0040916960000000475,5158.69,825.39
AQUAMIST LIMITED,18/08/2023,90231443,0110392400000067684,41388.06,6622.09
NEW KCC LTD,21/08/2023,95111529,0190428740000097730,1986.25,317.8
DION WINE AND SPIRIT E A LIMITED,18/08/2023,INV41921,0170954920000007885,74774.69,11963.95
TRUFOODS LIMITED T F,19/08/2023,INV-38917,0110159690000021176,39576.06,6332.17
TECHPAK INDUSTRIES LTD,09/08/2023,240182,0170495860000014384,29588.69,4734.19
DPL FESTIVE  LIMITED,21/08/2023,5385369,0020108540000253315,3454.0,552.64
GITHUNGURI DAIRY FARMERS,20/08/2023,P1864105 /INV,0190431800000194620,405.5,64.88
GITHUNGURI DAIRY FARMERS,19/08/2023,P1863481/INV,0190431800000194084,405.5,64.88
DPL FESTIVE  LIMITED,19/08/2023,5384182,0020108540000252901,4274.69,683.95
MIG TRADING COM LTD,18/08/2023,7556,0040010510000000869,7163.81,1146.21
PORTCROSS LTD  PC.,18/08/2023,INV53990,0110167320000007968,15605.88,2496.94
FRESH N CRUNCHY,21/08/2023,11093,0040322490000002735,3765.5,602.48
PRESTIGE DISTRIBUTORS,21/08/2023,INV133752,0020055110000006767,3708.13,593.3
BROADWAYS BAKERY LTD,21/08/2023,1078230668,0110614860000042450,280.19,44.83
KEVITA INTERNATIONAL CO LTD,18/08/2023,12350,0170933090000001524,12824.06,2051.85
GITHUNGURI DAIRY FARMERS,20/08/2023,P1864387/INV,0190431800000194761,2151.81,344.29
DPL FESTIVE  LIMITED,19/08/2023,5384042,0020108540000252871,15594.06,2495.05
DPL FESTIVE  LIMITED,20/08/2023,5385414,0020108540000253322,7729.19,1236.67
FRESH N CRUNCHY,21/08/2023,11092,0040322490000002734,4417.25,706.76
SERE TREATS,16/08/2023,2061,0040569360000001237,2974.13,475.86
MOHANS OYSTERBAY DRINKS  KENYA,16/08/2023,16402,0010193420000012157,68569.0,10971.04
BLUE BUBBLE HOMECARE PRODUCTS,15/08/2023,BB-13001,0040421360000008813,44438.88,7110.22
MIA WINES AND  SPIRITS INTERNATIONAL,16/08/2023,27904,0190429070000003147,5353.44,856.55
MJENGO LIMITED,17/08/2023,2117579,0110145120000067612,11022.5,1763.6
BROOKSIDE DAIRY,18/08/2023,2308190707,0040095410000324308,14630.69,2340.91
JADE CONCEPTS LIMITED,17/08/2023,JCLIN-121561,0020112730000001077,47138.63,7542.18
HEALTHY KAJUJU,18/08/2023,8180823,0110378450000001457,9372.0,1499.52
RAZCO LTD,21/08/2023,2306009371,0190407180000032018,4649.0,743.84
RAZCO LTD,21/08/2023,2306009353,0190407180000031988,14602.38,2336.38
BROADWAYS BAKERY LTD,20/08/2023,1404230860,0110397350000089066,224.13,35.86
GITHUNGURI DAIRY FARMERS,20/08/2023,P1864178/INV,0190431800000194645,408.63,65.38
DPL FESTIVE  LIMITED,20/08/2023,5384108,0020108540000252889,1806.75,289.08
DPL FESTIVE  LIMITED,20/08/2023,5385351,0020108540000253308,3726.81,596.29
NEW KCC LTD,19/08/2023,95109737,0190426770000010549,22417.25,3586.76
VIBS ENTERPRISES LIMITED,04/08/2023,0003INV162723,0040561590000050548,760.88,121.74
RADBONE CLARK  K  LTD,04/08/2023,269881,0010195890000023526,147923.06,23667.69
NEW KCC LTD,18/08/2023,95108781,0190428770000010519,2128.19,340.51
FOODS BY LIKII LIMITED,14/08/2023,FBL1817,0170513060000000148,16740.0,2678.4
VIVA GLOBAL LIMITED,11/08/2023,147573,0090542210000006979,71986.44,11517.83
NEW KCC LTD,17/08/2023,95107687,0190428770000010496,13740.38,2198.46
STATPACK INDUSTRIES LTD,09/08/2023,C123-1822,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE INVOICEnO=0090969110000020012,49544.19,7927.07
PWANI OIL PRODUCTS LTD.,17/08/2023,9754686,0010193960000054848,272065.69,43530.51
BLUE BUBBLE HOMECARE PRODUCTS,15/08/2023,BB1299,0040421360000008809,66122.56,10579.61
KEVIAN KENYA LTD,19/08/2023,KKL05074136,0040092770000018200,121313.75,19410.2
FINSBURY TRADING LIMITED MSA,11/08/2023,NIN73166,0110399950000019739,140596.63,22495.46
BLUE BUBBLE HOMECARE PRODUCTS,18/08/2023,BB-13008,0040421860000008820,104300.56,16688.09
NEW KCC LTD,19/08/2023,95109635,0190428680000016283,935.63,149.7
BROOKSIDE DAIRY,18/08/2023,2308190730,0040095430000164010,42091.81,6734.69
KENYA BREWERIES LTD,16/08/2023,9501455927,0110396000000056506,902.44,144.39
LAKHANI GENERAL SUPPLIERS LTD,18/08/2023,1082247,0040559740000019008,4590.5,734.48
DPL FESTIVE  LIMITED,19/08/2023,5384081,0020108540000252884,3598.63,575.78
LAKI LAKI LIMITED,21/08/2023,144862,0090541950000003263,6860.38,1097.66
DPL FESTIVE  LIMITED,20/08/2023,5385417,0020108540000253323,2257.56,361.21
AQUAMIST LIMITED,18/08/2023,90231295,0110392400000067547,7756.63,1241.06
PROMASIDOR KENYA LTD,14/08/2023,00000000008387,0040072330000015735,7704.88,1232.78
WINNIES PURE HEALTH,15/08/2023,137466,0190276130000009275,5586.25,893.8
WINNIES PURE HEALTH,15/08/2023,137467,0190276130000009284,21647.5,3463.6
HUSEINI BAKERY LTD,15/08/2023,35456,0172171000000000050,17158.63,2745.38
BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,15/08/2023,SINV100946,0190434250000010140,10008.69,1601.39
HASBAH KENYA LTD,15/08/2023,NBIINV1075919,0090972930000021824,182460.19,29193.63
GLAXOSMITHKLINE LTD,17/08/2023,9008928728,0040559040000002718,6839.13,1094.26
NEW KCC LTD,19/08/2023,95109952,0190428740000096856,4116.63,658.66
HASBAH KENYA LTD CADBURY,15/08/2023,NBIINV1075911,0090972930000021809,39644.81,6343.17
NEW KCC LTD,18/08/2023,95109297,0190428740000096702,6830.31,1092.85
HASBAH KENYA LTD P AND G,15/08/2023,NBIINV1075909,0090972930000021801,77097.5,12335.6
KENYA TEA PACKERS KETEPA,17/08/2023,000271553,0020001490000010477,114873.69,18379.79
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,SINV100960,0190434240000027671,2539.69,406.35
KHETIA DRAPERS LTD,23/08/2023,062-00020712,0110394370000013194,12164.25,1946.28
MALACHITE LIMITED,15/08/2023,10298401,0190431320000031814,62635.19,10021.63
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,14/08/2023,SINV100840,0190434240000027589,1270.5,203.28
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,13/08/2023,SINV100768,0190434240000027511,2282.94,365.27
DPL FESTIVE  LIMITED,18/08/2023,5382334,0020115300000080542,2061.19,329.79
DPL FESTIVE  LIMITED,19/08/2023,5383953,0020115300000080868,2900.75,464.12
DPL FESTIVE  LIMITED,21/08/2023,5385146,0020115300000081154,2061.19,329.79
PROMASIDOR KENYA LTD,14/08/2023,000000000068370,0040072330000015693,20242.81,3238.85
MAXAM LIMITED,16/08/2023,IN275398,0040095960000011772,16179.31,2588.69
CAPWELL INDUSTRIES LTD,18/08/2023,288057,0040074830000035318,7060.19,1129.63
HAYAT KIMYA  K  H PRODUCTS LTD,16/08/2023,94937013,0190433620000005756,131189.38,20990.3
BROADWAYS BAKERY LTD,19/08/2023,1861230471,0110397350000088983,224.13,35.86
PROMASIDOR KENYA LTD,14/08/2023,000000000068368,0040072330000015691,9371.44,1499.43
ROSHNI DIST LTD  R D,27/07/2023,0351403,0110400270000011499,91196.0,14591.36
ROSHNI DISTRIBUTORS LTD CROCKERY SR,08/08/2023,0351386,0110400270000011481,58801.25,9408.2
ROSHNI DISTRIBUTORS LTD CROCKERY SR,27/07/2023,0351400,0110400270000011496,64451.38,10312.22
HEALTHY KAJUJU,18/08/2023,7180823,0110378450000001456,16356.0,2616.96
BROADWAYS BAKERY LTD,21/08/2023,1985230442,0110397340000116422,560.31,89.65
GITHUNGURI DAIRY FARMERS,19/08/2023,P1863717/INV,0190431800000194112,831.75,133.08
DPL FESTIVE  LIMITED,20/08/2023,5385350,0020108540000253307,4513.19,722.11
DPL FESTIVE  LIMITED,19/08/2023,5383904,0020108540000252850,2931.69,469.07
TOLSTOY TRADING LIMITED,21/08/2023,7714,0090971200000002837,5497.13,879.54
HEALTHY KAJUJU,21/08/2023,3180823,0110378450000001450,4956.0,792.96
GITHUNGURI DAIRY FARMERS,20/08/2023,P1864179  /INV,0190431800000194646,831.75,133.08
DPL FESTIVE  LIMITED,19/08/2023,5383988,0020108540000252865,948.88,151.82
DPL FESTIVE  LIMITED,21/08/2023,5385390,0020108540000253318,2487.75,398.04
DPL FESTIVE  LIMITED,18/08/2023,5382503,0020108540000252504,2698.75,431.8
BOWIP AGENCIES LTD,15/08/2023,167639,0020115770000005818,484.94,77.59
LAKI LAKI LIMITED,21/08/2023,144860,0090541950000003264,8929.81,1428.77
SUDI CHEMICAL INDUSTRIES LTD,17/08/2023,34785,0430201360000002052,4181.94,669.11
BARAKA ISRAEL ENTERPRISES LTD SR,18/08/2023,2350,0040416240000002350,1896.56,303.45
DEBENHAM AND FEAR LTD HQ,10/08/2023,547295,0040071920000032345,15414.38,2466.3
BROADWAYS BAKERY LTD,18/08/2023,2046230372,0110397340000115800,56.0,8.96
GITHUNGURI DAIRY FARMERS,18/08/2023,P1862983/INV,0190431800000193354,2069.06,331.05
GITHUNGURI DAIRY FARMERS,17/08/2023,P1862044/INV,0190431800000192370,4484.88,717.58
DPL FESTIVE  LIMITED,18/08/2023,5382797,0020108540000252552,1317.0,210.72
CHOICE MEATS BEEF PLANT,17/08/2023,B-SI000139852,0090972440000193618,8017.31,1282.77
ODEX CHEMICALS,11/08/2023,INV007948,0190407500000005032,1326.94,212.31
BIDCO AFRICA LTD BEVERAGE,18/08/2023,91467505,0090969710000010394,8844.75,1415.16
WINNIES PURE HEALTH,11/08/2023,137419,0190276130000009207,3409.94,545.59
WINNIES PURE HEALTH,11/08/2023,137418,0190276130000009203,1839.31,294.29
CAPWELL INDUSTRIES LTD,18/08/2023,288067,0040074830000035328,18777.88,3004.46
AQUAMIST LIMITED,17/08/2023,90231005,0110392400000067227,77410.38,12385.66
NABICO ENTERPRISES LTD SR HQ,12/08/2023,01261866,0010197310000022764,103565.0,16570.4
GLOBAL SLACKER ENTERPRISES LTD SR,14/08/2023,12480,0190456760000002064,8323.63,1331.78
HEALTHY U TWO THOUSAND LTD,14/08/2023,5139657,0020114550000014776,46223.88,7395.82
NABICO ENTERPRISES LTD SR HQ,12/08/2023,01261835,0010197310000022728,33890.0,5422.4
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,SINV100969,0190434240000027677,1990.44,318.47
MACAU HOLDING LIMITED SR,18/08/2023,036701,0040794560000000439,12069.0,1931.04
VEGAN WORLD LIMITED,18/08/2023,101495,0110186070000001144,7965.5,1274.48
MILL BAKERS LIMITED,18/08/2023,C162155,0040078680000072399,8660.31,1385.65
RADBONE CLARK  K  LTD,19/08/2023,270885,0010195890000024691,39067.88,6250.86
BEST BUY COMMODITY LIMITED,15/08/2023,130004,0110167060000009871,51054.5,8168.72
KEVIAN KENYA LTD,17/08/2023,KKL01074024,0040092770000018074,22622.44,3619.59
NEW KCC LTD,19/08/2023,95110030,0190428740000096934,721.56,115.45
VIBS ENTERPRISES LIMITED,18/08/2023,003INV164174,0040561590000053317,2037.0,325.92
DPL FESTIVE  LIMITED,17/08/2023,5380720,0020108540000252055,1987.38,317.98
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,13/08/2023,SINV100765,0190434240000027510,1667.56,266.81
BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,15/08/2023,SINV100944,0190434250000010138,2424.25,387.88
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,SINV100954,0190434240000027670,437.63,70.02
TOP FOOD EA LTD,11/08/2023,55037,0040563010000006875,38772.75,6203.64
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,14/08/2023,SINV100839,0190434240000027588,435.19,69.63
NG WINDSONG KENYA LTD,16/08/2023,02744,0040274730000002744,6480.25,1036.84
BOWIP AGENCIES LTD,15/08/2023,167626,0020115770000005805,16879.69,2700.75
YILMAZ COMPANY LIMITED,18/08/2023,20232441,0040093420000004285,5555.06,888.81
HEALTHY U TWO THOUSAND LTD,16/08/2023,5142142,0020114550000014890,78331.75,12533.08
NJORO CANNING FACTORY,12/08/2023,NRB-7940,0110397410000002795,21109.94,3377.59
CHOICE MEATS BEEF PLANT,17/08/2023,B-SI000139856,0090972440000193622,4431.06,708.97
MIBISCO LTD,16/08/2023,358207,0170495940000046382,1037.94,166.07
FINSBURY TRADING LIMITED MSA,19/08/2023,NIN73739,0110399950000020402,25774.25,4123.88
NEW KCC LTD,21/08/2023,95111426,0190428740000097627,4406.38,705.02
SHALIMAR SPICES LIMITED,18/08/2023,8736,0040911650000000826,5213.81,834.21
BLUE RING PRD LTD,21/08/2023,83720,0110640460000002587,7625.0,1220.0
RADBONE CLARK  K  LTD,19/08/2023,270888,0010195890000024694,39560.19,6329.63
TEXT BOOK CENTRE LTD,19/08/2023,103004,0020108110000013504,515.94,82.55
FELPER SUPPLIES SR,21/08/2023,283,OICECHK.HTM?ACTIONCODE=LOADPAGE&INVOICENO=0110690500000000181,2520.0,403.2
GLACIER PRODUCTS LTD 2ND,19/08/2023,445400,0190980220000005418,30181.88,4829.1
WELS CO LTD,17/08/2023,#INV000045,0110153800000000340,7833.63,1253.38
ALIMP GROUP LIMITED SR,21/08/2023,AGL22/1499,0170516520000001158,2909.5,465.52
BROOKSIDE DAIRY,19/08/2023,2308200944,0040095410000325407,10278.06,1644.49
BROOKSIDE DAIRY,20/08/2023,2308211281,0040095420000350741,33115.94,5298.55
MIBISCO LTD,15/08/2023,358011,0170495940000046176,3106.88,497.1
AQUAMIST LIMITED,16/08/2023,90230757,0110392400000067022,20150.56,3224.09
KEVIAN KENYA LTD,17/08/2023,KKL01074023,0040092770000018073,16370.44,2619.27
WORLD BRANDS K LTD HQ,21/08/2023,061093,0040094050000012569,6020.69,963.31
WORLD BRANDS K LTD HQ,21/08/2023,061094,0040094050000012570,17162.13,2745.94
SUNPOWER PRODUCTS LTD,15/08/2023,1184737,0040091730000052775,66944.25,10711.08
MIBISCO LTD,15/08/2023,MIB/93564,0430833590000021801,10788.63,1726.18
BEIERSDORF EAST AFRICA LTD HQ,15/08/2023,9056100557,0020110880000006465,62531.44,10005.03
BIGCOLD KENYA SIMPLIFINE SHELF BREAD,14/08/2023,SINV100878,0190434240000027611,7130.25,1140.84
NEW KCC LTD,20/08/2023,95110691,0190428740000097190,1822.25,291.56
